Loyalty_Number,Customer_Name,Loyalty_Tier,Loyalty_Discount
1001915,"gladman, silvanus",Bronze,5%
1001920,"beyer, kort",Bronze,5%
1001921,"lepope, jens",bronze,5%
1001922,"blackett, karlis",Bronz,5%
1001925,"germain, georgeta",Bronz,5%
1001929,"akast, callida",Bronz,5%
1001934,"mcnutt, sofie",Bronze,5%
1001935,"banbrigge, willdon",bronze,5%
1001936,"dameisele, bradan",Bronze,5%
1001938,"carding, ab",Bronze,5%
1001939,"goodright, krissy",Bronz,5%
1001941,"blodgett, yancey",Bronze,5%
1001942,"landsberg, annice",Bronze,5%
1001944,"brogi, joan",Bronz,5%
1001946,"zini, sasha",bronze,5%
1001948,"goodspeed, biddie",Bronze,5%
1001950,"covington, blancha",Bronze,5%
1001953,"oattes, dmitri",Bronze,5%
1001956,"andreotti, pebrook",Bronze,5%
1001957,"longmate, ginnifer",Bronze,5%
1001959,"ahlin, hynda",Bronze,5%
1001961,"costock, claudio",Bronze,5%
1001967,"bruckman, arlan",bronze,5%
1001968,"macgregor, gail",Bronze,5%
1001969,"bavester, phaidra",Bronze,5%
1001972,"wixey, brendis",Bronze,5%
1001973,"shoebridge, max",Bronz,5%
1001974,"swanson, marion",bronze,5%
1001975,"hartas, garvey",Bronze,5%
1001976,"scotchmoor, katusha",Bronze,5%
1001977,"sampson, laina",Bronze,5%
1001979,"lapping, katie",Bronze,5%
1001980,"shovelbottom, ashli",Bronze,5%
1001983,"pentlow, slade",Bronze,5%
1001984,"greenley, erv",Bronze,5%
1001986,"bayne, viv",Bronze,5%
1001992,"dillistone, grace",bronze,5%
1001997,"ryott, annabelle",Bronze,5%
1001998,"balhatchet, gabrielle",Bronze,5%
1001999,"klaaasen, gay",Bronze,5%
1002000,"gammidge, libbi",Bronze,5%
1002003,"fletcher, herve",bronze,5%
1002004,"abramin, goldi",Bronze,5%
1002005,"dady, barrie",Bronze,5%
1002007,"conew, ingrim",bronze,5%
1002013,"drinkhill, shay",Bronze,5%
1002014,"dawidsohn, faulkner",bronze,5%
1002022,"lambirth, gretel",Bronze,5%
1002023,"dwire, trula",Bronze,5%
1002024,"michel, pyotr",Bronze,5%
1002025,"fairleigh, davita",Bronz,5%
1002026,"marrows, myrah",Bronze,5%
1002029,"croson, berny",Bronze,5%
1002031,"kennea, lina",Bronze,5%
1002035,"carbert, leeann",Bronze,5%
1002040,"ludford, jordan",Bronze,5%
1002041,"trevaskiss, joaquin",Bronze,5%
1002042,"killen, laural",Bronz,5%
1002046,"serrels, joby",Bronze,5%
1002048,"decort, iris",Bronze,5%
1002050,"amesbury, garwin",Bronze,5%
1002054,"clougher, saudra",Bronze,5%
1002056,"kloisner, ringo",Bronze,5%
1002058,"lecointe, brander",Bronze,5%
1002059,"jedrachowicz, guillemette",Bronz,5%
1002060,"glasspoole, jacki",Bronze,5%
1002062,"scutchings, livy",bronze,5%
1002064,"milnthorpe, romeo",Bronze,5%
1002065,"filasov, rickie",bronze,5%
1002068,"healey, alyss",Bronze,5%
1002069,"posthill, anallese",Bronze,5%
1002070,"rama, denys",Bronz,5%
1002071,"michael, alistair",Bronze,5%
1002072,"lowing, gregorius",Bronze,5%
1002074,"shires, huntley",Bronze,5%
1002075,"glassopp, chrotoem",Bronz,5%
1002078,"teek, ardella",bronze,5%
1002080,"hubberstey, tremaine",Bronze,5%
1002082,"frise, nathanael",Bronze,5%
1002083,"coils, avivah",Bronze,5%
1002084,"rottger, berkly",Bronz,5%
1002086,"crassweller, shem",Bronze,5%
1002087,"aimer, gerri",Bronze,5%
1002089,"nehl, evelin",Bronze,5%
1002090,"coger, dierdre",Bronz,5%
1002091,"zipsell, lamond",Bronz,5%
1002094,"pavitt, dulcea",Bronze,5%
1002099,"hastin, terri-jo",Bronz,5%
1002107,"hugk, stephanus",Bronze,5%
1002110,"childs, robbyn",Bronze,5%
1002112,"gerkens, mickie",Bronz,5%
1002116,"burnel, roseanna",Bronze,5%
1002117,"eayres, janean",Bronz,5%
1002120,"pohls, federica",Bronze,5%
1002121,"mcdonald, alfredo",Bronze,5%
1002125,"gudeman, archibaldo",Bronz,5%
1002130,"cowlin, damon",Bronze,5%
1002131,"kirsopp, tanney",Bronze,5%
1002132,"connick, stuart",Bronze,5%
1002133,"sivyer, kelci",Bronze,5%
1002139,"broadway, alleen",Bronz,5%
1002140,"priest, bernadina",bronze,5%
1002142,"prater, marline",Bronze,5%
1002144,"creevy, damien",Bronze,5%
1002147,"mcginley, baird",Bronze,5%
1002148,"paike, starr",Bronze,5%
1002149,"risborough, bernelle",Bronze,5%
1002151,"currell, andromache",Bronze,5%
1002152,"dabner, willie",Bronze,5%
1002160,"ajam, kimbell",Bronze,5%
1002161,"ligertwood, leta",Bronze,5%
1002162,"hayen, carleen",Bronze,5%
1002166,"goulter, lorena",Bronze,5%
1002168,"storer, davine",Bronze,5%
1002169,"gabites, valera",Bronze,5%
1002170,"wawer, saw",Bronze,5%
1002174,"guillet, turner",Bronze,5%
1002177,"benedek, albertina",Bronz,5%
1002180,"allgood, nikolaos",Bronze,5%
1002182,"birtwell, giustina",Bronze,5%
1002183,"barca, clarice",Bronze,5%
1002184,"bellward, gordie",Bronz,5%
1002188,"tertre, elmo",Bronze,5%
1002189,"girardet, donna",Bronze,5%
1002194,"giraux, rea",bronze,5%
1002196,"markovich, ive",Bronze,5%
1002197,"scahill, rosamond",bronze,5%
1002198,"beslier, maryjane",Bronz,5%
1002199,"duffett, jody",Bronze,5%
1002201,"adamiec, elwood",Bronze,5%
1002203,"stirrup, moreen",Bronz,5%
1002204,"saffe, sheppard",Bronz,5%
1002205,"macfarland, terrie",Bronze,5%
1002207,"iley, anallise",bronze,5%
1002208,"paulisch, kristien",bronze,5%
1002209,"cuthbertson, marc",Bronze,5%
1002211,"hamblett, paulita",Bronz,5%
1002216,"matusov, murdoch",Bronze,5%
1002217,"klimov, gretna",Bronze,5%
1002219,"vickerman, dennis",Bronze,5%
1002222,"critten, hatti",Bronze,5%
1002224,"tuftin, chev",Bronz,5%
1002225,"edbrooke, deloria",Bronze,5%
1002226,"guyver, penrod",Bronz,5%
1002228,"gyde, finn",bronze,5%
1002229,"jeffryes, urbano",Bronze,5%
1002231,"forrest, alia",Bronze,5%
1002232,"elan, charmaine",Bronze,5%
1002233,"littlefield, marcela",Bronze,5%
1002234,"l'hommee, kurt",bronze,5%
1002236,"gianullo, sampson",Bronze,5%
1002238,"breazeall, giorgi",Bronze,5%
1002239,"yurenev, ursola",Bronz,5%
1002240,"pockey, dolli",Bronz,5%
1002244,"mccerery, chastity",Bronze,5%
1002247,"proudman, ansley",Bronze,5%
1002248,"broek, florian",Bronz,5%
1002251,"staining, staci",Bronz,5%
1002253,"coale, amos",Bronze,5%
1002254,"taphouse, jennie",Bronze,5%
1002256,"verman, torrie",bronze,5%
1002257,"daley, laney",Bronze,5%
1002258,"forten, florentia",Bronze,5%
1002260,"greenroad, tamiko",Bronz,5%
1002261,"kordes, tonnie",Bronze,5%
1002262,"fenty, sabine",Bronz,5%
1002263,"coxen, orville",Bronze,5%
1002265,"vasilmanov, saunderson",Bronz,5%
1002272,"brunel, reinald",Bronz,5%
1002274,"montrose, kim",Bronze,5%
1002275,"maslin, gustie",Bronze,5%
1002278,"lethbury, modestia",Bronz,5%
1002280,"anersen, cleve",Bronze,5%
1002282,"hambelton, nichol",Bronze,5%
1002285,"mckague, rab",bronze,5%
1002288,"abatelli, malachi",Bronze,5%
1002290,"longrigg, phillida",Bronze,5%
1002291,"espinoy, deerdre",Bronz,5%
1002293,"sanchez, conni",Bronze,5%
1002294,"tointon, clem",Bronze,5%
1002299,"dahlback, sheila-kathryn",Bronze,5%
1002300,"alliberton, wynny",Bronze,5%
1002311,"cratere, ingar",Bronz,5%
1002312,"petrasek, mariette",Bronze,5%
1002317,"wiltshaw, brenden",Bronz,5%
1002319,"boother, rozanna",Bronze,5%
1002320,"shackell, howard",Bronze,5%
1002322,"kinnen, keri",Bronze,5%
1002325,"dowle, kaylee",Bronze,5%
1002327,"giraldo, caitlin",Bronze,5%
1002328,"lapre, cammi",Bronze,5%
1002330,"sheffield, gisela",Bronze,5%
1002331,"saffrin, lamond",Bronze,5%
1002332,"bleibaum, blakelee",Bronze,5%
1002333,"gilburt, lola",Bronze,5%
1002334,"o'sherrin, hogan",Bronze,5%
1002336,"lamble, clemmy",Bronze,5%
1002337,"ennion, georgeta",Bronze,5%
1002338,"lohmeyer, adolphe",Bronz,5%
1002339,"saint, findlay",bronze,5%
1002340,"seed, zondra",Bronze,5%
1002342,"ronchi, elbertina",Bronz,5%
1002344,"miall, wat",Bronze,5%
1002346,"wittier, christabella",bronze,5%
1002347,"brymham, horatia",Bronze,5%
1002348,"macneillie, godfry",Bronze,5%
1002353,"tuffley, bart",Bronze,5%
1002356,"prior, vite",Bronz,5%
1002359,"stelli, gweneth",bronze,5%
1002360,"arnaez, dacie",Bronze,5%
1002361,"mckea, rogers",Bronze,5%
1002363,"klais, ann",bronze,5%
1002365,"baldinotti, hali",Bronze,5%
1002366,"dyzart, licha",bronze,5%
1002369,"lomax, dianne",Bronze,5%
1002370,"cowpland, mackenzie",Bronz,5%
1002371,"dotson, myrta",Bronze,5%
1002375,"shalliker, nil",Bronze,5%
1002377,"kivits, jilli",Bronze,5%
1002379,"calderbank, janette",bronze,5%
1002380,"durden, andrej",Bronz,5%
1002382,"gason, marnia",bronze,5%
1002384,"andrich, gerick",Bronze,5%
1002385,"asp, ignaz",Bronze,5%
1002387,"abatelli, kandace",Bronz,5%
1002388,"dunsire, sandie",Bronz,5%
1002389,"pattesall, laverna",Bronze,5%
1002391,"cottom, starlene",Bronze,5%
1002392,"todman, olvan",Bronze,5%
1002394,"branni, carney",Bronz,5%
1002395,"ferriby, rudolph",Bronze,5%
1002397,"dron, warren",Bronze,5%
1002399,"sawyer, marshal",Bronz,5%
1002401,"kordas, brose",Bronze,5%
1002402,"krinks, elmore",Bronze,5%
1002403,"daulton, lammond",Bronze,5%
1002406,"exon, kali",Bronze,5%
1002407,"dubose, randall",Bronze,5%
1002414,"derl, callean",Bronze,5%
1002415,"anetts, riordan",Bronze,5%
1002416,"buglar, olivier",Bronze,5%
1002418,"capaldi, derry",Bronze,5%
1002419,"fante, skippie",bronze,5%
1002421,"tampin, hill",Bronze,5%
1002426,"flewin, marcelia",Bronze,5%
1002427,"sanbrooke, julia",Bronz,5%
1002431,"byford, brooks",Bronze,5%
1002434,"gudgin, care",Bronz,5%
1002438,"sobieski, loy",Bronze,5%
1002440,"arthan, jeannette",Bronz,5%
1002441,"shedd, brigham",Bronze,5%
1002444,"presslie, shaina",Bronze,5%
1002446,"brearley, giulietta",Bronz,5%
1002448,"moscrop, yehudi",Bronz,5%
1002451,"sollner, bell",Bronz,5%
1002454,"blackden, donall",Bronze,5%
1002458,"pesselt, nicolai",Bronze,5%
1002465,"foux, roana",Bronz,5%
1002466,"ludron, darcy",Bronz,5%
1002468,"charity, genevra",Bronze,5%
1002469,"mcgeaney, diane-marie",Bronze,5%
1002471,"lethby, mortimer",Bronze,5%
1002473,"kesten, bank",Bronze,5%
1002479,"mixture, kevina",Bronz,5%
1002483,"tortoise, ashton",Bronze,5%
1002487,"echalier, lilith",Bronze,5%
1002488,"peffer, atalanta",Bronze,5%
1002492,"jaume, alisander",Bronze,5%
1002493,"kmiec, der",Bronze,5%
1002494,"ventom, maurizio",Bronze,5%
1002499,"hurlston, allie",Bronz,5%
1002501,"maykin, vidovic",Bronze,5%
1002504,"takle, elenore",Bronze,5%
1002506,"lovejoy, dulci",Bronze,5%
1002507,"irnys, avram",bronze,5%
1002510,"strick, zea",Bronze,5%
1002511,"scrivinor, donaugh",Bronze,5%
1002512,"beese, korey",Bronze,5%
1002513,"hruska, lexi",Bronze,5%
1002514,"speck, britteny",Bronze,5%
1002517,"pummery, derick",Bronz,5%
1002521,"dorie, scarface",Bronze,5%
1002522,"arnowitz, muriel",Bronze,5%
1002524,"kettlestringe, dex",Bronze,5%
1002531,"ault, reta",bronze,5%
1002532,"simecek, wrennie",Bronz,5%
1002533,"sherringham, tiertza",Bronze,5%
1002534,"d'orsay, gwendolin",Bronze,5%
1002536,"carus, robin",Bronze,5%
1002540,"hudson, keir",Bronze,5%
1002545,"noraway, donica",Bronze,5%
1002547,"furmston, eleanora",bronze,5%
1002548,"wackly, anetta",Bronze,5%
1002550,"glenn, l;urette",Bronz,5%
1002551,"von grollmann, aimee",Bronze,5%
1002552,"vaughan-hughes, hyman",Bronze,5%
1002553,"klimmek, bjorn",Bronz,5%
1002555,"tames, agnella",bronze,5%
1002558,"vasilchenko, deb",bronze,5%
1002563,"pemberton, thacher",Bronze,5%
1002567,"armitage, maddalena",Bronze,5%
1002573,"steward, bellina",Bronze,5%
1002575,"o'regan, feliks",Bronze,5%
1002576,"crocumbe, blane",bronze,5%
1002589,"curle, charleen",Bronze,5%
1002593,"po, sophi",Bronze,5%
1002597,"linnit, ferguson",Bronze,5%
1002599,"rennix, marrissa",Bronz,5%
1002601,"bockings, boyce",Bronze,5%
1002608,"mixture, amalea",Bronze,5%
1002609,"polycote, hedy",Bronze,5%
1002611,"neiland, chandra",Bronze,5%
1002614,"slym, ralph",Bronz,5%
1002616,"bondy, vonni",Bronze,5%
1002618,"blackston, clevey",Bronze,5%
1002619,"broderick, fanechka",Bronz,5%
1002629,"jenner, fae",Bronze,5%
1002630,"piscopello, alvina",Bronze,5%
1002633,"vero, christian",bronze,5%
1002634,"laidel, cyndi",Bronze,5%
1002635,"bleakley, federica",Bronze,5%
1002638,"kasting, sabine",Bronze,5%
1002639,"condit, mylo",Bronze,5%
1002641,"houlaghan, nobie",Bronz,5%
1002647,"bows, arlette",Bronz,5%
1002648,"toffts, christiano",Bronz,5%
1002649,"mowsdill, ingemar",bronze,5%
1002651,"oldis, odella",Bronze,5%
1002652,"grebbin, rosalynd",bronze,5%
1002655,"fritchly, aldwin",Bronze,5%
1002656,"jaquet, lois",Bronze,5%
1002658,"colquitt, bryana",Bronze,5%
1002659,"wyndham, wilek",Bronze,5%
1002660,"strooband, maire",Bronze,5%
1002664,"ellaway, eddie",Bronze,5%
1002674,"paolo, waneta",bronze,5%
1002676,"massen, erminia",bronze,5%
1002678,"delamar, mandy",Bronze,5%
1002679,"minard, adrea",Bronze,5%
1002680,"pedler, hunt",Bronz,5%
1002681,"havvock, legra",Bronz,5%
1002683,"vedikhov, theobald",Bronz,5%
1002687,"eburne, harlan",Bronze,5%
1002690,"seywood, rriocard",Bronz,5%
1002692,"ingarfield, mirabelle",Bronze,5%
1002693,"watkiss, gianna",Bronze,5%
1002698,"ingles, gary",Bronz,5%
1002699,"matussevich, crissy",Bronze,5%
1002700,"labon, dominic",Bronz,5%
1002702,"badsey, craig",Bronze,5%
1002704,"maund, tobi",Bronze,5%
1002710,"birkby, vernon",Bronze,5%
1002711,"creus, sioux",Bronze,5%
1002712,"summersett, field",Bronze,5%
1002713,"kleinschmidt, duffie",Bronze,5%
1002715,"whitmore, shae",Bronze,5%
1002722,"arnson, gwen",Bronze,5%
1002723,"friberg, salomi",Bronz,5%
1002726,"szymonwicz, lucky",Bronze,5%
1002727,"zemler, lenore",Bronze,5%
1002728,"gateshill, riane",Bronze,5%
1002729,"hof, darin",Bronz,5%
1002730,"ibanez, faustine",Bronze,5%
1002732,"fiddian, ardath",Bronze,5%
1002734,"miles, randy",Bronze,5%
1002736,"flacke, maximilian",Bronze,5%
1002737,"colebeck, nertie",bronze,5%
1002739,"kinsey, geordie",Bronze,5%
1002740,"ricards, zared",Bronze,5%
1002741,"sweeting, dominick",Bronz,5%
1002746,"lurcock, zacharie",Bronze,5%
1002747,"dowers, mano",Bronze,5%
1002753,"roots, eugine",Bronz,5%
1002757,"pallant, camile",Bronze,5%
1002758,"cammack, rana",Bronze,5%
1002759,"quarrie, ethyl",Bronze,5%
1002763,"couper, coleen",Bronz,5%
1002764,"sweeten, bambie",Bronze,5%
1002765,"platts, lettie",Bronze,5%
1002766,"brenton, sibyl",Bronze,5%
1002769,"perillo, dillie",Bronze,5%
1002771,"brimfield, isidoro",Bronz,5%
1002774,"foat, lynette",Bronz,5%
1002776,"lighterness, gina",bronze,5%
1002777,"dudden, leeanne",Bronze,5%
1002778,"shambrooke, cloe",Bronze,5%
1002781,"fife, manuel",Bronze,5%
1002784,"phizakarley, fionna",Bronze,5%
1002787,"macrury, nessa",Bronz,5%
1002789,"tilio, jenny",Bronze,5%
1002790,"wye, godwin",Bronze,5%
1002792,"avramow, michele",Bronze,5%
1002795,"redley, penny",Bronz,5%
1002797,"copcutt, devinne",Bronz,5%
1002798,"riglar, gerard",Bronze,5%
1002800,"senten, donnie",Bronze,5%
1002801,"uccello, pattie",Bronze,5%
1002805,"tackes, heath",Bronze,5%
1002809,"thackston, horton",Bronze,5%
1002814,"theakston, even",bronze,5%
1002821,"yezafovich, charo",bronze,5%
1002823,"baitson, isacco",Bronze,5%
1002824,"roumier, anallese",Bronze,5%
1002825,"longlands, sally",Bronze,5%
1002826,"ferryman, thaddus",Bronze,5%
1002828,"savidge, pietra",Bronze,5%
1002830,"riggey, lara",Bronze,5%
1002831,"chittim, gabrila",Bronze,5%
1002832,"royste, sharleen",Bronze,5%
1002833,"mcvanamy, nellie",Bronz,5%
1002834,"testo, fritz",Bronze,5%
1002835,"venning, rowan",Bronze,5%
1002838,"mathissen, valentino",Bronz,5%
1002840,"duckering, aguie",Bronze,5%
1002843,"cano, essa",Bronze,5%
1002844,"fassbender, dorey",Bronze,5%
1002845,"avramchik, bryna",Bronze,5%
1002846,"prudence, johnath",Bronz,5%
1002847,"templman, nettle",Bronze,5%
1002848,"eagling, dido",Bronz,5%
1002850,"sargerson, marijn",Bronz,5%
1002853,"medlicott, colman",Bronz,5%
1002854,"phaup, linette",Bronze,5%
1002855,"le count, boonie",Bronze,5%
1002856,"tesseyman, brittney",Bronz,5%
1002859,"dalling, ailsun",Bronz,5%
1002865,"duthy, carry",Bronz,5%
1002866,"lomaz, gretta",Bronze,5%
1002867,"kulver, othella",Bronze,5%
1002869,"feehan, rosita",Bronz,5%
1002871,"mcramsey, frasco",Bronze,5%
1002873,"sager, michaeline",Bronze,5%
1002876,"venables, lesly",Bronz,5%
1002877,"albertson, farlay",Bronze,5%
1002878,"hurnell, gregoor",Bronze,5%
1002882,"corkan, cody",Bronze,5%
1002883,"portriss, ambros",Bronz,5%
1002885,"lory, granger",bronze,5%
1002890,"l' estrange, celia",Bronze,5%
1002892,"yurkiewicz, fremont",Bronze,5%
1002894,"van ross, alon",Bronz,5%
1002896,"cowen, sumner",Bronze,5%
1002897,"mckibbin, nikos",Bronze,5%
1002903,"hoffner, roger",Bronze,5%
1002905,"froude, elsy",Bronze,5%
1002907,"emmanuele, tonie",Bronze,5%
1002911,"crowche, chryste",Bronze,5%
1002912,"burchett, dael",Bronz,5%
1002913,"ebbers, sari",Bronz,5%
1002917,"bray, arie",Bronz,5%
1002918,"blacksland, melisande",Bronze,5%
1002920,"pencott, kennie",Bronze,5%
1002922,"quant, tait",Bronze,5%
1002927,"scholtis, kiri",Bronze,5%
1002928,"jimpson, silvanus",bronze,5%
1002929,"matthaus, christy",Bronze,5%
1002932,"kilbourn, maxi",Bronze,5%
1002933,"stonestreet, kippar",Bronze,5%
1002935,"de fraine, debbi",Bronz,5%
1002936,"couth, aubree",Bronz,5%
1002937,"ommanney, jewelle",bronze,5%
1002940,"adamowicz, merrill",Bronze,5%
1002943,"cecely, sutton",Bronz,5%
1002944,"mogey, slade",Bronze,5%
1002945,"ryding, kit",Bronze,5%
1002946,"creeboe, chevalier",Bronze,5%
1002951,"rogans, corette",Bronze,5%
1002953,"chippindall, amaleta",Bronze,5%
1002954,"dickings, torr",Bronze,5%
1002955,"diboll, coral",Bronze,5%
1002962,"hawken, kayne",Bronze,5%
1002969,"eburne, siusan",Bronze,5%
1002972,"loblie, nola",Bronze,5%
1002973,"sacker, abbi",Bronze,5%
1002975,"galpen, chris",Bronze,5%
1002978,"covolini, abe",bronze,5%
1002979,"abeles, bobinette",Bronze,5%
1002980,"brugemann, eziechiele",Bronz,5%
1002981,"amyes, theodor",Bronze,5%
1002985,"o'noland, garth",Bronze,5%
1002987,"easeman, hettie",Bronze,5%
1002988,"gaye, perren",Bronze,5%
1002989,"spirit, towney",Bronze,5%
1002990,"midgely, bernita",Bronz,5%
1002992,"sondland, dorthy",Bronze,5%
1002993,"heberden, em",Bronze,5%
1002994,"colpus, boniface",Bronze,5%
1002996,"dunbobin, delmore",Bronze,5%
1002997,"mcgaughey, vanya",Bronze,5%
1002999,"pursey, lauree",Bronze,5%
1003003,"mcgorley, joann",bronze,5%
1003004,"taylorson, nancie",bronze,5%
1003007,"janney, cacilie",Bronze,5%
1003010,"humbert, heriberto",bronze,5%
1003012,"dani, de witt",bronze,5%
1003013,"iacovolo, bree",bronze,5%
1003017,"seally, gregorio",Bronz,5%
1003018,"meritt, marianne",Bronze,5%
1003022,"balham, dorthy",Bronze,5%
1003028,"sterman, quinn",Bronz,5%
1003029,"brandolini, ernst",Bronze,5%
1003031,"shelsher, tresa",Bronze,5%
1003034,"mapplebeck, kinny",Bronz,5%
1003035,"brayshay, dyanna",bronze,5%
1003036,"gwynn, rafaello",bronze,5%
1003037,"pluthero, clari",Bronze,5%
1003040,"lamperti, donelle",Bronze,5%
1003043,"edrich, somerset",Bronze,5%
1003044,"cousin, cybill",Bronze,5%
1003049,"tatershall, adair",Bronze,5%
1003050,"sara, brunhilde",Bronze,5%
1003051,"tyres, aggie",Bronze,5%
1003052,"geroldi, iorgo",Bronze,5%
1003053,"kinkade, kinsley",Bronze,5%
1003054,"gowrich, cissiee",Bronze,5%
1003059,"howieson, thalia",Bronze,5%
1003060,"puddephatt, kyla",Bronze,5%
1003061,"regler, genevra",Bronz,5%
1003065,"musgrove, rodi",Bronze,5%
1003068,"ding, koo",bronze,5%
1003070,"goldthorp, alikee",Bronze,5%
1003074,"bartomeu, lanni",Bronze,5%
1003075,"sunners, bastian",bronze,5%
1003077,"roiz, weston",Bronz,5%
1003078,"mingauld, hilarius",Bronz,5%
1003080,"sergeaunt, norah",Bronze,5%
1003081,"o'sullivan, karlik",Bronze,5%
1003085,"perago, jacinta",Bronze,5%
1003086,"almon, ruby",Bronze,5%
1003087,"merrgan, brooks",Bronz,5%
1003088,"lowery, brandie",Bronze,5%
1003090,"douberday, eulalie",Bronze,5%
1003091,"domnick, valentia",Bronze,5%
1003094,"dashper, roosevelt",Bronze,5%
1003095,"burgh, jena",Bronze,5%
1003096,"nasey, falito",Bronze,5%
1003097,"boothman, bertrando",Bronze,5%
1003098,"shucksmith, janaya",Bronze,5%
1003101,"akast, stuart",Bronze,5%
1003104,"rose, annabel",Bronze,5%
1003105,"pilmore, shanta",Bronze,5%
1003107,"jerred, luisa",Bronze,5%
1003108,"benditt, daniela",Bronze,5%
1003109,"cund, keri",Bronze,5%
1003111,"gianasi, oren",Bronze,5%
1003114,"swannell, charmine",Bronze,5%
1003116,"witcher, shana",Bronz,5%
1003117,"nisius, francoise",Bronze,5%
1003118,"mccarrison, basilio",Bronze,5%
1003121,"worthy, audrye",Bronze,5%
1003125,"watsham, mercy",Bronze,5%
1003128,"martinez, murdock",Bronze,5%
1003130,"maude, sandye",Bronze,5%
1003131,"kwiek, kendall",bronze,5%
1003132,"berard, cassi",Bronz,5%
1003133,"laguerre, morten",Bronz,5%
1003134,"bantham, elie",Bronze,5%
1003135,"mertsching, gaultiero",Bronze,5%
1003137,"erdis, edy",Bronze,5%
1003139,"hessentaler, krystyna",Bronze,5%
1003140,"lacelett, giorgia",Bronze,5%
1003142,"slateford, trace",Bronze,5%
1003144,"boyen, west",Bronz,5%
1003145,"hugonin, noni",Bronze,5%
1003147,"martelet, brunhilda",Bronze,5%
1003148,"coda, reynold",Bronze,5%
1003152,"beirne, hadlee",Bronze,5%
1003153,"klimentyonok, gerrie",Bronz,5%
1003155,"klug, pietro",Bronz,5%
1003157,"deal, ernesta",bronze,5%
1003158,"hyrons, constancy",Bronze,5%
1003159,"johnston, nesta",Bronze,5%
1003163,"kaine, ruperta",Bronz,5%
1003164,"hansmann, paton",Bronze,5%
1003171,"trewhela, gisela",Bronz,5%
1003173,"pert, randolph",Bronz,5%
1003174,"cregin, berty",Bronz,5%
1003178,"burbudge, newton",Bronze,5%
1003182,"goncalo, angelo",Bronze,5%
1003183,"besemer, sergeant",Bronz,5%
1003184,"gittings, morganne",Bronze,5%
1003185,"reilly, gwynne",Bronz,5%
1003186,"philpin, maddalena",Bronze,5%
1003188,"limpricht, gabby",Bronz,5%
1003189,"tallon, randolph",Bronze,5%
1003195,"szymanek, pattie",bronze,5%
1003196,"hauxby, miguela",Bronze,5%
1003197,"daudray, shawn",Bronze,5%
1003198,"parkinson, marne",Bronze,5%
1003201,"petru, sax",Bronz,5%
1003203,"birwhistle, lura",Bronze,5%
1003205,"tubbs, berte",Bronze,5%
1003207,"shervil, tabina",Bronze,5%
1003211,"studholme, alaster",Bronze,5%
1003212,"camp, stefan",Bronze,5%
1003213,"parminter, cynde",Bronze,5%
1003214,"heelis, gawen",Bronze,5%
1003215,"claessens, elyse",Bronz,5%
1003216,"fortie, arlena",Bronz,5%
1003217,"saben, shani",Bronze,5%
